Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Thursday, Mar 28",SEA,Home,BOS,L,4.0,6.0,9.0,0-1,2.0,1.0,Bello,Castillo,Jansen,2:45,N,45337.0,.95,-1.0,
"Friday, Mar 29",SEA,Home,BOS,W,1.0,0.0,9.0,1-1,2.0,0.5,Kirby,Pivetta,Muñoz,2:24,N,30013.0,.93,1.0,
"Saturday, Mar 30",SEA,Home,BOS,W-wo,4.0,3.0,10.0,2-1,2.0,0.5,Saucedo,Rodríguez,None,2:46,N,32149.0,.96,2.0,
"Sunday, Mar 31",SEA,Home,BOS,L,1.0,5.0,9.0,2-2,2.0,0.5,Whitlock,Miller,Slaten,2:32,D,29331.0,.99,-1.0,
"Monday, Apr 1",SEA,Home,CLE,W,5.0,4.0,9.0,3-2,2.0,0.5,Hancock,McKenzie,Stanek,2:35,N,21322.0,.94,1.0,
"Tuesday, Apr 2",SEA,Home,CLE,L,2.0,5.0,9.0,3-3,3.0,0.5,Bieber,Castillo,Clase,2:27,N,20646.0,.97,-1.0,
"Wednesday, Apr 3",SEA,Home,CLE,L,0.0,8.0,9.0,3-4,3.0,1.5,Allen,Kirby,None,2:22,D,22583.0,.97,-2.0,
"Friday, Apr 5",SEA,@,MIL,L-wo,5.0,6.0,9.0,3-5,3.0,2.5,Uribe,Muñoz,None,2:47,N,23035.0,.86,-3.0,
"Saturday, Apr 6",SEA,@,MIL,W,5.0,3.0,9.0,4-5,3.0,2.5,Miller,Hall,Muñoz,2:25,N,35522.0,.79,1.0,
"Sunday, Apr 7",SEA,@,MIL,L,4.0,12.0,9.0,4-6,3.0,2.5,Rea,Hancock,Vieira,2:36,D,25573.0,.87,-1.0,
"Monday, Apr 8",SEA,@,TOR,L,2.0,5.0,9.0,4-7,3.0,2.5,Berríos,Castillo,None,2:33,N,40069.0,.85,-2.0,
"Tuesday, Apr 9",SEA,@,TOR,L,3.0,5.0,9.0,4-8,4.0,2.5,Bassitt,Kirby,Green,2:53,N,31310.0,.82,-3.0,
"Wednesday, Apr 10",SEA,@,TOR,W,6.0,1.0,10.0,5-8,3.0,2.5,Muñoz,Mayza,None,2:40,D,22960.0,.77,1.0,
"Friday, Apr 12",SEA,Home,CHC,W,4.0,2.0,9.0,6-8,3.0,2.0,Miller,Wicks,Stanek,2:35,N,33500.0,.76,2.0,
"Saturday, Apr 13",SEA,Home,CHC,L,1.0,4.0,9.0,6-9,3.0,2.0,Imanaga,Hancock,Alzolay,2:24,N,38104.0,.80,-1.0,
"Sunday, Apr 14",SEA,Home,CHC,L,2.0,3.0,9.0,6-10,4.0,2.0,Assad,Castillo,Alzolay,2:35,D,32423.0,.79,-2.0,
"Monday, Apr 15",SEA,Home,CIN,W,9.0,3.0,9.0,7-10,3.0,2.0,Kirby,Montas,None,2:30,N,16008.0,.72,1.0,
"Tuesday, Apr 16",SEA,Home,CIN,W,3.0,1.0,9.0,8-10,3.0,1.0,Gilbert,Pagán,Saucedo,2:51,N,17291.0,.77,2.0,
"Wednesday, Apr 17",SEA,Home,CIN,W,5.0,1.0,9.0,9-10,3.0,1.0,Miller,Abbott,None,2:20,D,17225.0,.80,3.0,
"Saturday, Apr 20",SEA,@,COL,W,7.0,0.0,9.0,10-10,1.0,Tied,Castillo,Hudson,None,2:32,N,25376.0,.83,4.0,
"Sunday, Apr 21 (1)",SEA,@,COL,L-wo,1.0,2.0,10.0,10-11,2.0,0.5,Lawrence,Muñoz,None,2:57,D,33283.0,.96,-1.0,
"Sunday, Apr 21 (2)",SEA,@,COL,W,10.0,2.0,9.0,11-11,2.0,0.5,Hancock,Lambert,None,2:33,N,19756.0,.90,1.0,
"Tuesday, Apr 23",SEA,@,TEX,W,4.0,0.0,9.0,12-11,1.0,up 0.5,Gilbert,Dunning,None,2:29,N,27295.0,1.08,2.0,
"Wednesday, Apr 24",SEA,@,TEX,L,1.0,5.0,9.0,12-12,2.0,0.5,Hernández,Miller,None,2:57,N,31896.0,1.12,-1.0,
"Thursday, Apr 25",SEA,@,TEX,W,4.0,3.0,9.0,13-12,1.0,up 0.5,Castillo,Heaney,Muñoz,2:18,D,21782.0,1.11,1.0,
"Friday, Apr 26",SEA,Home,ARI,W,6.0,1.0,9.0,14-12,1.0,up 0.5,Hancock,Gallen,None,2:09,N,33997.0,.99,2.0,
"Saturday, Apr 27",SEA,Home,ARI,W,3.0,1.0,9.0,15-12,1.0,up 1.5,Kirby,Cecconi,Muñoz,2:16,N,38956.0,1.04,3.0,
"Sunday, Apr 28",SEA,Home,ARI,L,2.0,3.0,9.0,15-13,1.0,up 0.5,Mantiply,Thornton,Ginkel,2:26,D,33474.0,1.08,-1.0,
"Monday, Apr 29",SEA,Home,ATL,W-wo,2.0,1.0,9.0,16-13,1.0,up 1.0,Voth,Minter,None,2:29,N,26452.0,1.02,1.0,
"Tuesday, Apr 30",SEA,Home,ATL,W,3.0,2.0,9.0,17-13,1.0,up 1.0,Castillo,López,Muñoz,2:16,N,23534.0,1.03,2.0,
"Wednesday, May 1",SEA,Home,ATL,L,2.0,5.0,9.0,17-14,1.0,up 1.0,Sale,Hancock,Iglesias,2:34,D,21689.0,1.08,-1.0,
"Friday, May 3",SEA,@,HOU,L,3.0,5.0,9.0,17-15,1.0,up 0.5,Martinez,Speier,Hader,2:36,N,33796.0,1.12,-2.0,
"Saturday, May 4",SEA,@,HOU,W,5.0,0.0,9.0,18-15,1.0,up 0.5,Gilbert,Valdez,None,2:25,N,34205.0,1.07,1.0,
"Sunday, May 5",SEA,@,HOU,W,5.0,4.0,9.0,19-15,1.0,up 0.5,Muñoz,Hader,None,2:55,D,36280.0,1.11,2.0,
"Monday, May 6",SEA,@,MIN,L,1.0,3.0,9.0,19-16,2.0,0.5,Jax,Castillo,Thielbar,2:09,N,14384.0,1.14,-1.0,
"Tuesday, May 7",SEA,@,MIN,W,10.0,6.0,9.0,20-16,2.0,0.5,Stanek,Alcalá,None,3:01,N,14710.0,1.07,1.0,
"Wednesday, May 8",SEA,@,MIN,L,3.0,6.0,9.0,20-17,2.0,1.0,Paddack,Kirby,Durán,2:27,N,15685.0,1.12,-1.0,
"Thursday, May 9",SEA,@,MIN,L,1.0,11.0,9.0,20-18,2.0,1.5,López,Gilbert,None,2:39,D,22154.0,1.09,-2.0,
"Friday, May 10",SEA,Home,OAK,W,8.0,1.0,9.0,21-18,2.0,0.5,Thornton,Blackburn,None,2:44,N,39743.0,1.12,1.0,
"Saturday, May 11",SEA,Home,OAK,L,1.0,8.0,9.0,21-19,2.0,0.5,Estes,Miller,None,2:21,N,32398.0,1.15,-1.0,
"Sunday, May 12",SEA,Home,OAK,W,8.0,4.0,9.0,22-19,1.0,up 0.5,Castillo,Wood,None,2:18,D,41609.0,1.15,1.0,
"Monday, May 13",SEA,Home,KCR,W,6.0,2.0,9.0,23-19,1.0,up 1.5,Kirby,Singer,Muñoz,2:32,N,14984.0,1.14,2.0,
"Tuesday, May 14",SEA,Home,KCR,L,2.0,4.0,9.0,23-20,1.0,up 1.5,Wacha,Gilbert,McArthur,2:31,N,20665.0,1.14,-1.0,
"Wednesday, May 15",SEA,Home,KCR,W,4.0,2.0,9.0,24-20,1.0,up 1.5,Woo,Marsh,Muñoz,2:57,D,22233.0,1.09,1.0,
"Friday, May 17",SEA,@,BAL,L,2.0,9.0,9.0,24-21,1.0,up 1.5,Means,Miller,None,2:31,N,38882.0,1.14,-1.0,
"Saturday, May 18",SEA,@,BAL,W,4.0,3.0,9.0,25-21,1.0,up 1.5,Stanek,Cano,Muñoz,2:45,D,19286.0,1.10,1.0,
"Sunday, May 19",SEA,@,BAL,L,3.0,6.0,9.0,25-22,1.0,up 1.5,Burnes,Kirby,Kimbrel,2:27,D,30494.0,1.12,-1.0,
"Monday, May 20",SEA,@,NYY,W,5.0,4.0,9.0,26-22,1.0,up 2.0,Bazardo,Holmes,Muñoz,2:34,N,37590.0,1.07,1.0,
"Tuesday, May 21",SEA,@,NYY,W,6.0,3.0,9.0,27-22,1.0,up 3.0,Woo,Schmidt,Muñoz,2:58,N,37257.0,1.13,2.0,
"Wednesday, May 22",SEA,@,NYY,L,3.0,7.0,9.0,27-23,1.0,up 3.0,Cortés,Miller,None,2:43,N,40224.0,1.17,-1.0,
"Thursday, May 23",SEA,@,NYY,L,0.0,5.0,9.0,27-24,1.0,up 3.0,Gil,Castillo,Holmes,2:43,D,43121.0,1.17,-2.0,
"Friday, May 24",SEA,@,WSN,L,1.0,6.0,9.0,27-25,1.0,up 3.0,Gore,Kirby,None,2:07,N,23789.0,1.00,-3.0,
"Saturday, May 25",SEA,@,WSN,L,1.0,3.0,9.0,27-26,1.0,up 3.0,Floro,Speier,Finnegan,2:21,D,30791.0,.94,-4.0,
"Sunday, May 26",SEA,@,WSN,W,9.0,5.0,9.0,28-26,1.0,up 3.0,Voth,Floro,None,2:35,D,25935.0,.90,1.0,
"Monday, May 27",SEA,Home,HOU,W,3.0,2.0,9.0,29-26,1.0,up 3.5,Miller,Valdez,Muñoz,2:30,N,23814.0,1.13,2.0,
"Tuesday, May 28",SEA,Home,HOU,W,4.0,2.0,9.0,30-26,1.0,up 3.5,Saucedo,Pressly,Stanek,2:16,N,17701.0,1.12,3.0,
"Wednesday, May 29",SEA,Home,HOU,W-wo,2.0,1.0,10.0,31-26,1.0,up 3.5,Baumann,Scott,None,2:40,N,25437.0,1.14,4.0,
"Thursday, May 30",SEA,Home,HOU,L,0.0,4.0,9.0,31-27,1.0,up 3.0,Arrighetti,Gilbert,None,2:23,D,25527.0,1.15,-1.0,
"Friday, May 31",SEA,Home,LAA,W,5.0,4.0,9.0,32-27,1.0,up 4.0,Stanek,Moore,Muñoz,2:32,N,40001.0,1.05,1.0,
"Saturday, Jun 1",SEA,Home,LAA,W,9.0,0.0,9.0,33-27,1.0,up 4.0,Miller,Detmers,None,2:47,D,39932.0,1.08,2.0,
"Sunday, Jun 2",SEA,Home,LAA,W,5.0,1.0,9.0,34-27,1.0,up 4.0,Castillo,Canning,None,2:39,D,35990.0,1.05,3.0,
"Tuesday, Jun 4",SEA,@,OAK,W,4.0,3.0,9.0,35-27,1.0,up 5.5,Kirby,Spence,Saucedo,2:48,N,5624.0,1.10,4.0,
"Wednesday, Jun 5",SEA,@,OAK,L,1.0,2.0,9.0,35-28,1.0,up 4.5,Estes,Gilbert,Miller,2:14,N,9735.0,1.07,-1.0,
"Thursday, Jun 6",SEA,@,OAK,W,3.0,0.0,9.0,36-28,1.0,up 5.0,Woo,Sears,Stanek,2:35,D,6571.0,1.05,1.0,
"Friday, Jun 7",SEA,@,KCR,L-wo,9.0,10.0,9.0,36-29,1.0,up 5.0,Anderson,Stanek,None,2:53,N,25178.0,1.13,-1.0,
